Page_title	page_id	%revision	objective_frequency	obj_avg	well_writ_freq	well_writ_avg
Justin_Bieber	23680998	488800697	30	3.266667	32	3.593750
Justin_Bieber	23680998	441252303	41	3.512195	44	3.909091
Justin_Bieber	23680998	469570007	32	3.468750	31	3.741935
Justin_Bieber	23680998	444834372	59	3.271186	67	3.820896
Justin_Bieber	23680998	471145040	75	3.466667	86	3.372093
Justin_Bieber	23680998	474618460	32	3.250000	37	3.432432
Justin_Bieber	23680998	451342944	32	3.281250	32	3.437500
Justin_Bieber	23680998	452608621	75	3.266667	87	3.402299
Justin_Bieber	23680998	476805743	0	0.000000	33	3.757576
Justin_Bieber	23680998	465609384	53	3.396226	61	3.754098
Justin_Bieber	23680998	443327253	32	3.718750	33	3.818182
Justin_Bieber	23680998	450059055	53	3.301887	60	3.416667
Justin_Bieber	23680998	479396700	31	3.258065	34	3.470588
Justin_Bieber	23680998	456540987	34	3.000000	39	3.487179
Justin_Bieber	23680998	475183972	48	2.791667	52	3.057692
Justin_Bieber	23680998	481778537	34	2.911765	31	3.516129
Justin_Bieber	23680998	472695672	53	3.301887	56	3.428571
Justin_Bieber	23680998	442442218	33	3.545455	33	3.545455
Justin_Bieber	23680998	442575797	42	3.761905	49	3.959184
Justin_Bieber	23680998	479114226	35	3.228571	36	3.611111
Justin_Bieber	23680998	453461509	30	2.733333	33	3.121212
Justin_Bieber	23680998	444281888	42	3.357143	47	3.531915
Justin_Bieber	23680998	448050254	34	3.911765	36	3.722222
Justin_Bieber	23680998	473365599	37	3.000000	39	3.230769
Justin_Bieber	23680998	499172206	33	3.303030	35	3.542857
Justin_Bieber	23680998	459977932	39	3.153846	39	3.025641
Justin_Bieber	23680998	487175378	32	3.093750	33	3.424242
Justin_Bieber	23680998	443768020	0	0.000000	30	3.400000
Justin_Bieber	23680998	459183387	88	3.227273	92	3.510870
Justin_Bieber	23680998	486855977	30	2.900000	31	3.387097
Justin_Bieber	23680998	484408685	31	3.419355	32	3.562500
Justin_Bieber	23680998	473888123	40	2.450000	42	2.833333
Justin_Bieber	23680998	455543364	48	3.187500	53	3.396226
Justin_Bieber	23680998	475831878	37	3.621622	41	3.804878
Justin_Bieber	23680998	443481521	35	3.114286	43	3.651163
Justin_Bieber	23680998	482176589	41	2.926829	35	3.885714
Justin_Bieber	23680998	498101730	31	3.322581	34	3.617647
Justin_Bieber	23680998	469198338	37	3.108108	37	3.351351
Justin_Bieber	23680998	446868997	51	3.215686	60	3.566667
Justin_Bieber	23680998	474228248	41	3.487805	41	3.682927
Justin_Bieber	23680998	456896432	35	3.514286	41	3.658537
Justin_Bieber	23680998	488019509	32	3.031250	37	3.351351
Justin_Bieber	23680998	462153286	49	3.265306	58	3.603448
Justin_Bieber	23680998	466521673	0	0.000000	32	4.031250
Justin_Bieber	23680998	479735394	0	0.000000	30	3.800000
Justin_Bieber	23680998	441575014	0	0.000000	30	3.433333
Justin_Bieber	23680998	460394123	99	3.515152	110	3.618182
Justin_Bieber	23680998	455354004	0	0.000000	31	3.225806
Justin_Bieber	23680998	492433048	37	2.972973	42	3.500000
Justin_Bieber	23680998	464287412	62	3.532258	78	3.730769
Justin_Bieber	23680998	482475790	0	0.000000	30	2.333333
Justin_Bieber	23680998	490549029	31	3.354839	34	3.441176
Justin_Bieber	23680998	463068975	40	3.425000	46	3.521739
Justin_Bieber	23680998	487636784	0	0.000000	30	3.466667
Justin_Bieber	23680998	455022386	32	3.000000	36	3.416667
Justin_Bieber	23680998	462602083	0	0.000000	33	3.818182
Justin_Bieber	23680998	467033995	40	3.750000	41	3.829268
Justin_Bieber	23680998	454422431	46	3.521739	54	3.629630
Justin_Bieber	23680998	441821091	100	3.580000	109	3.834862
Justin_Bieber	23680998	451647396	34	2.941176	36	3.388889
Justin_Bieber	23680998	455976880	62	3.467742	76	3.842105
Justin_Bieber	23680998	485992435	91	3.109890	97	3.309278
The_Wanted	27876656	486905110	0	0.000000	32	4.156250
Reservation_against_Cancellation	11102519	452652079	0	0.000000	49	4.326531
Reservation_against_Cancellation	11102519	489969597	42	4.166667	64	4.312500
Kneaded_eraser	6909344	451161232	47	4.255319	53	4.075472
Kneaded_eraser	6909344	399476669	37	4.216216	44	4.181818
Food_chain	32077676	452725451	35	3.514286	36	3.444444
Food_chain	32077676	475820920	0	0.000000	32	3.312500
Food_chain	32077676	465950167	0	0.000000	34	3.117647
Cup-to-disc_ratio	11113685	392824284	35	4.228571	40	3.875000
List_of_The_Hunger_Games_characters	27894312	486165033	37	4.351351	41	4.487805
Painted_Buttonquail	2729736	445073490	59	2.389831	61	2.278689
David_Cook_(singer)	19508635	445160681	44	4.727273	52	4.750000
Adolf_Hitler	2731583	441764106	0	0.000000	30	3.500000
Adolf_Hitler	2731583	481012156	39	3.512821	42	3.833333
Adolf_Hitler	2731583	490023588	31	3.225806	33	3.242424
Adolf_Hitler	2731583	451360194	34	3.676471	35	4.028571
Adolf_Hitler	2731583	449392455	35	3.885714	34	4.000000
Total_Overdose	2732130	472552332	0	0.000000	32	4.562500
Native_Americans	2733618	450398911	36	2.277778	39	2.282051
Salutary_neglect	2734500	451500354	33	3.939394	33	3.969697
Psychographic	2735792	459455180	0	0.000000	32	3.000000
2PM	19515908	478791187	36	1.111111	36	3.944444
2PM	19515908	471998484	35	1.000000	0	0.000000
QBasic	23712097	469240278	0	0.000000	31	3.451613
Girlfriend_experience	2742309	445825107	0	0.000000	30	4.566667
Diary_of_a_Wimpy_Kid:_Cabin_Fever	32109769	473318515	0	0.000000	31	4.419355
Pottermore	32111022	447025461	32	4.375000	32	4.406250
Pottermore	32111022	443187903	0	0.000000	31	4.419355
History_of_measurement	2752651	453928223	36	3.333333	38	3.315789
Rack_unit	2755575	470889764	56	4.303571	67	4.238806
Rack_unit	2755575	443963826	50	4.380000	60	4.216667
Rack_unit	2755575	457508504	0	0.000000	37	4.459459
SERVQUAL	2755912	463434009	31	3.774194	33	3.545455
Rolled_oats	2762999	427627739	36	4.250000	50	4.060000
Every_Child_Ministries	19542402	422777507	59	4.661017	61	4.770492
Document.no	27933694	491640956	32	1.125000	0	0.000000
Chetan_Bhagat	2767947	456165218	0	0.000000	32	4.468750
Nikolas_Schreck	32130005	473698374	76	5.000000	77	5.000000
Nikolas_Schreck	32130005	460510769	69	1.173913	69	1.173913
Nikolas_Schreck	32130005	468768187	31	4.741935	31	4.741935
Nikolas_Schreck	32130005	458036035	48	1.166667	48	1.166667
Nikolas_Schreck	32130005	470015826	70	4.942857	70	4.957143
Peter_Marshall_(preacher)	2771206	449261555	30	4.366667	34	4.323529
Crossover_distortion	2774930	410335444	0	0.000000	30	4.200000
Skrillex	34016927	486369370	42	4.261905	47	4.255319
Skrillex	34016927	479725382	45	4.000000	47	4.234043
Skrillex	34016927	488384921	49	4.224490	58	4.293103
Skrillex	34016927	492815301	36	3.611111	44	3.772727
Skrillex	34016927	494720508	0	0.000000	30	4.133333
City_ledger	15358394	309191215	0	0.000000	30	4.333333
Mama_Juana	2777118	449020504	0	0.000000	36	4.555556
The_Rev	2777824	457898532	0	0.000000	35	4.285714
The_Rev	2777824	461196001	0	0.000000	34	4.352941
The_Rev	2777824	440661351	42	4.428571	50	4.480000
The_Rev	2777824	453271424	31	4.129032	38	4.236842
The_Rev	2777824	442780083	45	4.444444	54	4.425926
Timeline_of_United_States_inventions	27945120	450567698	34	2.529412	36	2.555556
MasterChef_Australia_(season_3)	27946453	460242654	0	0.000000	30	4.466667
Carotid_artery_stenosis	2785255	459790924	0	0.000000	31	4.096774
K_computer	32149868	482267139	40	3.000000	40	3.000000
K_computer	32149868	496888204	35	5.000000	35	5.000000
K_computer	32149868	467563370	73	2.972603	74	3.013514
Britain_in_the_Middle_Ages	15378608	372748974	0	0.000000	32	2.187500
Pattypan_squash	2795877	447138504	0	0.000000	31	4.483871
Buffalo_buffalo_Buffalo_buffalo_buffalo_buffalo_Buffalo_buffalo	6993136	459692683	0	0.000000	32	4.093750
Riding_figures	6993242	445810297	0	0.000000	30	4.233333
Gold-filled_jewelry	6996576	453652616	30	4.700000	44	4.704545
List_of_shotokan_techniques	4662017	446353731	0	0.000000	32	4.437500
Tonsillolith	1167102	482483590	41	4.268293	54	4.444444
Tonsillolith	1167102	448385512	0	0.000000	42	4.261905
Tonsillolith	1167102	440833659	32	4.750000	39	4.512821
David_Guetta	2808834	469434376	32	4.187500	34	4.294118
David_Guetta	2808834	480698889	31	3.548387	37	3.891892
David_Guetta	2808834	484072631	0	0.000000	33	4.181818
David_Guetta	2808834	459920210	0	0.000000	35	3.600000
David_Guetta	2808834	490650014	0	0.000000	31	4.129032
Passé_composé	2809296	450780841	30	3.900000	39	3.871795
Passé_composé	2809296	440325209	36	3.805556	48	4.166667
Passé_composé	2809296	476812770	39	3.948718	46	4.304348
Passé_composé	2809296	459266687	60	4.183333	73	4.095890
LEL_Brothas	32174927	452252074	37	1.000000	37	1.216216
Parachute_cord	2815140	479046320	30	4.233333	32	4.406250
Servo_motor	2821366	469716408	0	0.000000	32	2.906250
Soundtrack_album	2822936	448114456	30	4.333333	36	4.111111
Francys_Arsentiev	11213809	436569265	0	0.000000	33	4.242424
Scutigera_coleoptrata	472479	443119746	0	0.000000	33	4.454545
Gap_analysis	2835766	442852946	32	3.875000	38	3.842105
Hypervigilance	2837685	451886906	35	3.914286	45	3.977778
Preamble_to_the_Constitution_of_India	15852272	444661192	34	3.882353	39	3.974359
Preamble_to_the_Constitution_of_India	15852272	500703057	0	0.000000	30	4.400000
Mark_Zuckerberg	2844938	486532638	0	0.000000	33	3.878788
Mark_Zuckerberg	2844938	464495652	0	0.000000	30	3.900000
Mark_Zuckerberg	2844938	472361311	0	0.000000	35	4.000000
Mark_Zuckerberg	2844938	457004605	33	3.636364	40	4.125000
Mark_Zuckerberg	2844938	445183073	0	0.000000	34	4.352941
Mark_Zuckerberg	2844938	482668231	62	3.983871	66	4.196970
Mark_Zuckerberg	2844938	454925123	53	4.037736	66	4.363636
Mark_Zuckerberg	2844938	446898657	59	3.661017	70	3.971429
Mark_Zuckerberg	2844938	453253981	53	3.754717	66	4.015152
Mark_Zuckerberg	2844938	465385916	69	3.942029	84	4.154762
Mark_Zuckerberg	2844938	452248035	36	3.861111	38	4.026316
Mark_Zuckerberg	2844938	449218023	0	0.000000	36	3.972222
New_England_Colonies	20047771	454172082	44	2.795455	46	2.565217
Fleming's_left-hand_rule_for_motors	2850124	440612938	0	0.000000	31	4.193548
Tizanidine	2858056	462935034	0	0.000000	43	4.093023
Abbas_Raza	32222100	450153090	32	4.968750	32	4.937500
Mobile_phone	19644137	458506524	0	0.000000	33	3.515152
Kho_kho	1876161	439410873	32	3.562500	34	3.970588
The_Legend_of_Korra	28039598	486377399	45	4.666667	56	4.517857
Pangaea	19654281	493045894	0	0.000000	31	3.548387
Jennette_McCurdy	7079612	440888324	36	3.666667	44	4.045455
Bal_Gandharva	2885830	447642343	0	0.000000	30	4.200000
Crack_cocaine	19681345	481984685	30	3.766667	33	3.909091
Crack_cocaine	19681345	461095154	0	0.000000	31	3.967742
Gabriel_Iglesias:_I'm_Not_Fat..._I'm_Fluffy	32264523	439666374	33	4.060606	40	3.700000
My_Drunk_Kitchen	32265163	438136139	45	4.422222	47	4.382979
Nappa_leather	11295634	448708739	0	0.000000	31	4.000000
BRAT_diet	2907321	447425031	30	4.166667	35	4.342857
The_Freedom_Writers_Diary	9572818	452998949	0	0.000000	31	4.193548
Battle_of_Athens_(1946)	655845	478131919	43	4.395349	46	4.413043
Pre-order	2920352	458692396	30	4.333333	34	4.117647
Markus_Persson	28089486	470068481	32	4.250000	32	4.312500
Inductive_effect	2923964	445072418	50	3.500000	58	3.586207
The_Rangers_Football_Club_Ltd	36139468	502327496	39	4.333333	44	4.500000
The_Rangers_Football_Club_Ltd	36139468	502720406	33	3.454545	33	3.757576
Realm_of_the_Mad_God	32295750	465281478	30	4.200000	30	4.166667
Ernest_Emerson	2937699	447860187	46	4.717391	48	4.770833
Adrenal_fatigue	2941992	473820580	35	1.371429	0	0.000000
Adrenal_fatigue	2941992	450421821	58	1.793103	52	3.076923
The_Summer_of_the_Beautiful_White_Horse	6082776	478458868	34	3.823529	48	3.833333
The_Summer_of_the_Beautiful_White_Horse	6082776	447018709	40	4.125000	50	4.160000
Jerkin'	23916376	441678713	0	0.000000	30	3.933333
List_of_rivers_of_the_United_Kingdom	23921726	463524234	0	0.000000	30	1.833333
Brendon_Urie	7144873	440890018	61	4.327869	75	4.440000
Brendon_Urie	7144873	477820748	33	4.575758	36	4.555556
Brendon_Urie	7144873	464372813	41	4.195122	46	4.260870
Brendon_Urie	7144873	448275959	0	0.000000	32	4.062500
Food_group	2953473	485405524	30	2.866667	0	0.000000
Expository_writing	2954206	450571039	30	4.066667	30	4.000000
Expository_writing	2954206	433316523	33	3.363636	35	3.285714
Expository_writing	2954206	447365090	30	2.800000	34	3.352941
Vascular_bundle	2956278	446129007	36	3.472222	40	3.400000
Northumberland_Astronomical_Society	23928119	424840319	35	1.285714	35	1.285714
Henry_Dunay	32330367	441607593	35	4.542857	43	4.744186
Richard_Kastle	19750898	441305631	35	1.228571	35	1.342857
List_of_current_NBA_team_rosters	28140441	386995973	34	3.352941	36	3.416667
A_Memory_of_Light	2979611	438561085	0	0.000000	31	4.451613
A_Memory_of_Light	2979611	454238788	40	4.450000	44	4.363636
Yorker	496769	480804228	0	0.000000	30	4.300000
Yorker	496769	465277082	0	0.000000	32	4.312500
Fixed_sign	2980927	431598632	0	0.000000	33	4.030303
Fixed_sign	2980927	452272653	0	0.000000	31	3.258065
Black_Veil_Brides	28150733	480189484	0	0.000000	30	4.200000
Black_Veil_Brides	28150733	448481556	30	3.966667	34	4.029412
Black_Veil_Brides	28150733	441230814	35	3.942857	42	4.119048
Colt_(horse)	2986292	437168293	33	4.030303	37	4.108108
The_Finale_(Everybody_Loves_Raymond)	1897301	438239653	0	0.000000	31	3.967742
Main_Page	15580374	441526151	31	3.806452	37	4.054054
Main_Page	15580374	447996010	50	3.780000	53	3.754717
Danyang–Kunshan_Grand_Bridge	32359456	441856042	50	3.240000	53	3.358491
Magnetic_energy	23971781	450402352	44	2.500000	50	2.340000
List_of_Sarabhai_vs_Sarabhai_episodes	23972407	437742039	56	4.410714	75	4.533333
List_of_Kid_vs._Kat_episodes	21472333	443579801	42	4.785714	42	4.833333
List_of_Kid_vs._Kat_episodes	21472333	455686176	49	4.204082	51	4.254902
List_of_Kid_vs._Kat_episodes	21472333	450409650	31	4.516129	32	4.531250
List_of_Kid_vs._Kat_episodes	21472333	477451191	0	0.000000	30	4.733333
Tone_(literature)	7199355	442589998	0	0.000000	30	3.566667
Football	23976719	444971349	31	3.612903	31	3.645161
Football	23976719	461383007	263	2.722433	152	3.703947
Thesis_statement	3012337	468720941	32	3.125000	35	3.200000
Infinity_edge_pool	3014842	439578381	51	3.960784	55	3.727273
Terrorism_in_India	1916193	448396614	0	0.000000	32	4.156250
Matt_Smith_(actor)	19801782	451466957	30	4.133333	33	4.303030
Extra_Credits	33359585	456272083	30	4.366667	31	4.354839
Extra_Credits	33359585	456279773	40	4.350000	40	4.375000
Sharon_Creech	3027752	474841527	0	0.000000	30	3.633333
Ramesses_II	21476519	455170482	33	3.636364	38	3.552632
Ramesses_II	21476519	458032080	58	3.810345	65	3.815385
MapleStory	1204377	466575975	32	3.968750	35	3.971429
MapleStory	1204377	454732145	36	4.222222	36	4.166667
Allan_Mackintosh	19811371	451378227	33	4.757576	33	4.787879
Sam_Pepper	28203624	459856718	75	4.906667	89	4.898876
Sam_Pepper	28203624	459858428	78	4.948718	86	4.976744
Boscastle_flood_of_2004	7242143	444973787	34	3.411765	35	3.285714
Boscastle_flood_of_2004	7242143	457958197	92	3.619565	97	3.515464
Boscastle_flood_of_2004	7242143	485584502	58	3.827586	59	3.661017
Plant	19828134	476231016	42	3.547619	44	3.659091
Plane_mirror	11439770	475439866	39	3.820513	41	3.878049
Metro_2033_(novel)	26373459	451374193	41	3.926829	42	3.571429
Metro_2033_(novel)	26373459	440568412	30	3.833333	30	3.533333
The_Solitary_Reaper	3053426	484670909	0	0.000000	32	4.281250
The_Solitary_Reaper	3053426	441254108	56	3.517857	69	3.811594
Tomorrowland_(festival)	32415340	461682495	31	3.903226	35	3.257143
Tomorrowland_(festival)	32415340	448270946	80	3.762500	84	3.452381
Harley-Davidson_Twin_Cam_engine	7251029	431165197	0	0.000000	30	4.466667
Music_of_the_Harry_Potter_films	3063165	468738930	0	0.000000	30	3.366667
African_dwarf_frog	3066620	438946501	34	4.176471	45	4.400000
Monkey	3069677	457579333	0	0.000000	33	3.060606
Monkey	3069677	488783059	31	3.709677	31	3.741935
Monkey	3069677	465838049	34	3.588235	40	3.750000
Robert_Pattinson	24041298	470298859	53	4.169811	67	4.328358
Robert_Pattinson	24041298	450929670	50	3.840000	55	4.145455
Robert_Pattinson	24041298	458214535	37	3.621622	42	4.047619
Robert_Pattinson	24041298	484068112	36	4.305556	42	4.380952
Robert_Pattinson	24041298	454794528	33	4.030303	41	4.463415
Robert_Pattinson	24041298	463820771	38	3.921053	50	4.260000
Robert_Pattinson	24041298	442935656	43	4.255814	50	4.340000
Robert_Pattinson	24041298	490699498	0	0.000000	42	4.547619
Robert_Pattinson	24041298	461376359	0	0.000000	31	4.419355
Robert_Pattinson	24041298	467287656	44	4.181818	56	4.375000
Robert_Pattinson	24041298	474300404	0	0.000000	43	4.534884
Formula_unit	3069929	461854537	34	3.852941	34	3.088235
Formula_unit	3069929	452769688	0	0.000000	32	2.843750
Lists_of_Latin_American_countries_by_GDP	11462918	456166314	34	2.500000	33	2.666667
Buddhism_and_Hinduism	7274740	469047732	45	1.533333	44	1.500000
Modern_Times_Forever_(Stora_Enso_Building,_Helsinki)	32441022	439911548	39	2.564103	40	2.575000
Ultra-high-definition_television	3086987	472360451	40	3.125000	40	3.075000
Ultra-high-definition_television	3086987	484657965	44	2.795455	44	2.886364
Ultra-high-definition_television	3086987	471620680	43	3.139535	43	3.186047
Vascular_tissue	3094833	481691542	34	3.323529	39	3.410256
Maher_Zain	28260854	442388937	0	0.000000	30	4.166667
Neeraj_Grover_murder_case	32455759	444242707	0	0.000000	40	4.125000
Cash_management	3095638	448745214	30	3.766667	42	3.547619
Big_Ben	7290308	487596298	34	3.764706	35	4.057143
Big_Ben	7290308	457581223	41	4.048780	46	4.043478
Big_Ben	7290308	478546039	30	3.733333	35	3.685714
Big_Ben	7290308	473459930	37	3.513514	42	3.809524
Gauhara_Begum	3097682	449315252	0	0.000000	34	3.323529
H._P._S._Ahluwalia	7300524	416346145	32	3.312500	33	3.242424
Saint_Lawrence_Lowlands	11497126	461844039	35	2.942857	35	3.028571
List_of_types_of_poison	24081784	447597500	34	3.294118	40	3.250000
John_Wall_(basketball)	22888547	438450334	0	0.000000	31	3.903226
Subsoil	3118777	436146963	0	0.000000	34	3.147059
Nelson_Mandela	21492751	471938824	0	0.000000	32	3.781250
Nelson_Mandela	21492751	495585033	0	0.000000	30	3.700000
Nelson_Mandela	21492751	481252023	35	3.371429	40	3.575000
Nelson_Mandela	21492751	450341826	30	3.633333	33	3.575758
Diffusion	19908550	442229177	51	3.705882	60	3.366667
Normandy_Campaign	15714415	481649633	47	2.425532	49	2.612245
Normandy_Campaign	15714415	426487498	60	2.983333	61	2.918033
Dynasties_in_Chinese_history	521930	465580493	34	3.382353	35	3.400000
List_of_Presidents_of_the_United_States	19908980	447576028	0	0.000000	34	4.382353
List_of_Presidents_of_the_United_States	19908980	481327618	31	3.967742	34	4.500000
List_of_Presidents_of_the_United_States	19908980	443675823	0	0.000000	31	4.032258
List_of_Presidents_of_the_United_States	19908980	477596765	42	4.047619	47	4.148936
List_of_Presidents_of_the_United_States	19908980	472567519	97	3.886598	111	3.891892
Weightlifting	24103824	461619470	31	3.290323	31	3.064516
Cyberbullying	32492747	464171551	37	2.513514	45	2.266667
Cyberbullying	32492747	481745202	44	3.227273	44	3.500000
Cyberbullying	32492747	469960112	33	3.363636	33	3.545455
Cyberbullying	32492747	492594786	0	0.000000	33	3.545455
Cyberbullying	32492747	449395442	68	3.132353	72	3.291667
Allkpop	32492906	471167899	31	1.000000	31	1.000000
Sacagawea	15716239	465843111	36	3.388889	38	3.578947
Sacagawea	15716239	492122097	0	0.000000	33	4.090909
Sacagawea	15716239	476587702	45	3.488889	52	3.634615
Sacagawea	15716239	452516858	36	3.361111	39	3.666667
Anonymous_(group)	15716827	472800780	0	0.000000	33	4.090909
Anonymous_(group)	15716827	443930641	0	0.000000	35	4.457143
Anonymous_(group)	15716827	460292641	31	3.064516	36	3.666667
Anonymous_(group)	15716827	444293097	0	0.000000	33	4.333333
Ferdinand_Magellan	19914843	452158009	33	3.909091	39	3.717949
Ferdinand_Magellan	19914843	469516780	0	0.000000	34	3.205882
Ferdinand_Magellan	19914843	446770169	64	3.828125	68	3.852941
Ferdinand_Magellan	19914843	459446523	32	3.656250	33	3.878788
Civil_Services_Examination	5416868	496593839	0	0.000000	43	4.511628
Anders_Behring_Breivik	32501324	440951776	44	3.545455	45	3.711111
Anders_Behring_Breivik	32501324	440987087	54	3.925926	54	3.907407
Anders_Behring_Breivik	32501324	440993297	0	0.000000	30	3.800000
Multitenancy	3157360	445476239	0	0.000000	37	3.837838
Extinct_in_the_Wild	11554654	465389422	0	0.000000	30	3.700000
RSVP_(invitations)	28341627	442879291	39	4.435897	44	4.000000
Conservation_status	1928089	493042425	35	3.400000	34	3.588235
List_of_Australian_capital_cities	3326582	473775058	30	4.100000	34	4.117647
Eric_Fleming	11571173	479280207	0	0.000000	31	4.903226
Gregg_Sulkin	11572925	443616570	0	0.000000	35	4.114286
Biosphere_reserves_of_India	3185933	443213523	0	0.000000	33	3.757576
Wildlife_sanctuaries_of_India	3185965	459456681	44	2.931818	50	3.140000
Austrian_business_cycle_theory	2630062	489222427	58	1.103448	44	1.977273
Liaison_officer	19982167	454061814	0	0.000000	33	3.515152
Degree_of_comparison	3208753	445216387	31	3.516129	31	3.645161
Degree_of_comparison	3208753	453484201	33	3.606061	35	3.857143
List_of_legendary_creatures_(F)	24180701	399387106	36	4.472222	43	4.325581
Harivansh_Rai_Bachchan	3217927	496464384	0	0.000000	30	4.400000
Steve_Jobs	7412236	450273353	37	4.243243	40	4.375000
Steve_Jobs	7412236	479850905	32	3.593750	30	3.366667
Steve_Jobs	7412236	487430789	50	3.680000	51	4.294118
Steve_Jobs	7412236	468990694	31	4.064516	35	4.314286
Steve_Jobs	7412236	478200746	34	2.441176	0	0.000000
Steve_Jobs	7412236	482859186	0	0.000000	32	4.250000
Niggerhead	3218344	453633584	57	2.333333	56	2.428571
Abdul_Rahman_Al-Sudais	3219453	440930713	0	0.000000	36	4.083333
U.S._Dollar_Index	11611969	440601621	37	3.837838	41	3.634146
List_of_energy_resources	3223939	470627770	30	2.900000	34	2.970588
Letters_from_a_Father_to_His_Daughter	20011153	406858312	0	0.000000	34	3.441176
Hauora	7429144	448406639	34	3.441176	35	3.228571
To_be_announced	31297744	437895817	0	0.000000	31	4.000000
Zakir_Naik	1937703	444275989	42	3.214286	43	4.069767
Punch_list	7435692	457150980	34	4.147059	46	4.086957
Punch_list	7435692	443300878	0	0.000000	33	3.909091
Segment_addition_postulate	20019227	384908654	35	3.571429	39	3.307692
Mukhlesur_Rahman_Chowdhury	24214158	473924101	63	4.857143	63	1.000000
Mukhlesur_Rahman_Chowdhury	24214158	499891083	46	4.934783	46	1.000000
Mukhlesur_Rahman_Chowdhury	24214158	466497677	36	4.861111	37	1.135135
Mukhlesur_Rahman_Chowdhury	24214158	497250838	50	4.980000	50	1.000000
Mukhlesur_Rahman_Chowdhury	24214158	439554500	169	4.828402	170	1.058824
Mukhlesur_Rahman_Chowdhury	24214158	484710379	164	4.945122	164	1.006098
Joyce_Meyer	3243400	490992902	35	3.800000	40	4.175000
Joyce_Meyer	3243400	471309834	0	0.000000	30	4.300000
Joyce_Meyer	3243400	447338163	47	3.404255	50	3.760000
List_of_musical_symbols	3243540	441753703	39	4.461538	44	4.363636
List_of_musical_symbols	3243540	461809295	0	0.000000	32	4.343750
List_of_musical_symbols	3243540	483560125	0	0.000000	30	4.466667
Volleyball_rules	11639308	462746296	42	2.738095	43	2.604651
Louis_Daguerre	247934	461219608	0	0.000000	32	3.906250
Louis_Daguerre	247934	461234953	0	0.000000	31	3.935484
Louis_Daguerre	247934	461347454	35	3.314286	39	3.358974
Louis_Daguerre	247934	461242452	162	3.870370	200	4.035000
Louis_Daguerre	247934	461312254	0	0.000000	31	3.741935
Line_art	3251497	429804581	34	2.735294	35	3.142857
Moulana_Sahvi_Shah	32615603	462477929	47	5.000000	49	4.979592
List_of_foods_by_protein_content	20033448	460680551	0	0.000000	33	3.151515
Sago_Street	7451721	381863631	33	3.363636	32	4.312500
Bioidentical_hormone_replacement_therapy	1243134	463052301	35	2.114286	30	3.366667
Adam_Adamowicz	28436575	476716760	32	3.843750	33	3.545455
Cameron_Mitchell_(singer)	32632203	445023284	76	4.276316	81	4.246914
Edward_Mordake	3272436	454209859	51	3.549020	56	3.607143
Edward_Mordake	3272436	455900190	30	3.433333	30	3.266667
Edward_Mordake	3272436	453726555	47	3.468085	51	3.470588
Edward_Mordake	3272436	444786145	34	3.323529	35	3.228571
List_of_cheerleading_jumps	7469134	440834290	39	4.076923	44	3.840909
Gleason_Grading_System	3279703	454554335	31	4.193548	43	4.000000
External_fertilization	1944972	468004875	35	3.028571	35	2.885714
Stanhope_defense	32642468	443137714	35	4.771429	38	4.815789
Stanhope_defense	32642468	443133501	0	0.000000	33	4.818182
List_of_spells_in_Harry_Potter	3284182	440857536	121	4.314050	144	4.479167
List_of_spells_in_Harry_Potter	3284182	500539016	58	4.517241	63	4.507937
List_of_spells_in_Harry_Potter	3284182	482900620	63	4.396825	72	4.277778
List_of_spells_in_Harry_Potter	3284182	454719320	61	4.393443	64	4.515625
List_of_spells_in_Harry_Potter	3284182	498397733	0	0.000000	34	4.382353
List_of_spells_in_Harry_Potter	3284182	453214889	35	4.457143	44	4.545455
List_of_spells_in_Harry_Potter	3284182	458362545	37	4.324324	48	4.520833
List_of_spells_in_Harry_Potter	3284182	457128242	30	4.466667	34	4.705882
List_of_spells_in_Harry_Potter	3284182	443888957	54	4.444444	62	4.387097
List_of_spells_in_Harry_Potter	3284182	476401730	57	4.421053	62	4.500000
List_of_spells_in_Harry_Potter	3284182	445614789	72	4.291667	86	4.325581
List_of_spells_in_Harry_Potter	3284182	494149144	62	4.290323	68	4.426471
List_of_spells_in_Harry_Potter	3284182	460987810	0	0.000000	31	4.064516
List_of_spells_in_Harry_Potter	3284182	473505746	43	4.372093	49	4.530612
List_of_spells_in_Harry_Potter	3284182	442438744	74	4.500000	92	4.532609
List_of_spells_in_Harry_Potter	3284182	479611195	37	4.459459	43	4.627907
List_of_spells_in_Harry_Potter	3284182	466577387	91	4.263736	96	4.291667
List_of_spells_in_Harry_Potter	3284182	462577787	76	4.473684	87	4.666667
List_of_spells_in_Harry_Potter	3284182	487050748	32	4.500000	32	4.281250
The_Inner_and_Outer_World_of_Shah_Rukh_Khan	3287888	426822095	35	4.514286	37	4.243243
Duminda_Silva	31306466	455356553	66	2.136364	68	2.985294
Sound_energy	20068474	432427617	35	2.257143	36	1.916667
Daddy_(dog)	24262787	430340676	34	4.088235	46	4.391304
Jericho_High_School	3297975	482753032	49	1.326531	50	1.320000
French_kiss	20123121	442436943	34	3.470588	36	3.583333
French_kiss	20123121	446107518	45	3.688889	55	3.745455
Obsessive–compulsive_disorder	20082214	437300243	0	0.000000	31	4.483871
Obsessive–compulsive_disorder	20082214	487456535	32	3.781250	37	4.162162
Operating_cost	7501668	453338337	30	2.733333	37	3.297297
